StartTime: 2017-07-31 14:45:39.542
55 steps walking 14 stairs (up and down)
Time(s)	TMin ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	Pressure(Pa)	Altitude(m) 
121.311	2 29.060	-0.5830	-0.0249	0.9565	13.4277	-0.9155	-3.9673	-1.2469	24.9335	69.1974	44.0500	518	132	-125	99961	1.14 
121.311	2 29.080	-0.5400	-0.0405	0.8564	10.3760	4.8828	-0.2441	-1.0547	25.0873	69.1864	44.2900	519	132	-125	99961	1.14 
121.311	2 29.100	-0.5977	-0.0771	0.7988	9.5215	11.6577	-3.0518	-0.9283	25.3949	69.1589	44.2900	519	131	-123	99961	1.14 
121.311	2 29.120	-0.6470	-0.1201	0.8350	8.3618	8.8501	-0.3052	-0.8624	25.7629	69.1425	44.2900	522	132	-120	99960	1.14 
121.327	2 29.140	-0.5293	-0.1211	0.8501	8.5449	13.5498	3.4790	-0.7581	26.0321	69.2413	44.1900	520	133	-120	99960	1.14 
121.327	2 29.160	-0.6187	-0.0581	0.9116	11.3525	4.2114	11.4746	-0.5383	26.3562	69.4556	44.0500	522	128	-120	99960	1.14 
121.342	2 29.180	-0.4375	0.0137	0.8218	16.2354	0.1221	12.3291	-0.1263	26.4056	69.7632	44.2900	523	126	-120	99960	1.14 
121.389	2 29.200	-0.3584	0.0112	0.7993	21.9116	-0.6714	10.8032	0.3900	26.4111	70.0598	43.9500	524	126	-119	99960	1.14 
121.467	2 29.220	-0.3594	0.0469	0.7837	25.3906	1.4038	9.1553	0.9943	26.4056	70.3070	44.2400	524	126	-119	99960	1.14 
121.499	2 29.240	-0.3843	0.0332	0.7856	25.6958	-0.4272	6.5308	1.5656	26.3782	70.4883	44.2400	522	127	-117	99960	1.14 
121.514	2 29.260	-0.3550	0.0474	0.6860	25.8179	-6.8970	6.8970	2.1478	26.2683	70.6476	44.2400	520	127	-116	99960	1.14 
121.514	2 29.280	-0.3467	0.0767	0.6855	24.0479	2.1362	7.6904	2.7576	26.2793	70.8344	44.2400	524	128	-114	99960	1.14 
121.514	2 29.300	-0.3594	0.0908	0.7466	25.8789	7.6294	13.3667	3.4113	26.3727	71.0980	44.0500	525	127	-112	99959	1.14 
121.514	2 29.320	-0.3765	0.0967	0.7456	25.9399	1.6479	16.4795	4.1364	26.4496	71.4606	44.2900	527	128	-113	99959	1.14 
121.514	2 29.340	-0.3306	0.0981	0.7349	25.0244	1.1597	17.2119	4.8395	26.4221	71.8451	44.2400	529	128	-113	99959	1.14 
121.545	2 29.360	-0.3267	0.1089	0.7563	22.3999	5.7983	15.5640	5.5042	26.4386	72.2241	44.3800	528	127	-110	99959	1.14 
121.545	2 29.380	-0.3379	0.1138	0.8306	21.1182	6.5918	12.7563	6.0919	26.4990	72.5427	44.2400	527	124	-107	99959	1.14 
121.577	2 29.400	-0.3887	0.1245	0.8662	19.5923	5.9814	12.6953	6.6467	26.5485	72.8394	44.2400	528	124	-106	99959	1.14 
121.577	2 29.420	-0.3911	0.1309	0.8525	16.2964	2.6245	9.9487	7.1301	26.5649	73.0975	44.0900	527	123	-104	99959	1.14 
121.655	2 29.440	-0.3945	0.0742	0.8613	14.2212	6.5918	6.7749	7.4927	26.6254	73.2953	44.0900	528	122	-101	99959	1.14 
121.670	2 29.460	-0.3574	0.0718	0.8745	13.3057	4.2114	2.8687	7.7728	26.6803	73.4052	44.2400	530	122	-99	99959	1.14 
121.670	2 29.480	-0.3315	0.0649	0.8604	11.1084	6.4697	-0.2441	7.9926	26.7133	73.4491	44.2400	531	121	-97	99959	1.14 
121.670	2 29.500	-0.3281	0.0977	0.8667	9.8877	6.7749	-3.1738	8.1519	26.7792	73.4326	44.1900	533	121	-96	99959	1.14 
121.702	2 29.520	-0.3662	0.1235	0.8921	7.4463	10.0098	-4.8828	8.2837	26.9110	73.3777	44.2400	531	123	-93	99959	1.14 
121.717	2 29.540	-0.3672	0.1108	0.9043	5.5542	7.5684	-7.2021	8.3496	27.0428	73.2733	44.2400	529	126	-89	99959	1.14 
121.717	2 29.560	-0.3252	0.0698	0.9263	4.5166	9.2163	-13.2446	8.3167	27.1582	73.0646	44.2900	528	128	-87	99959	1.14 
121.764	2 29.580	-0.3354	0.0713	0.9888	3.3569	7.8735	-20.0806	8.1738	27.2845	72.7075	44.1900	527	128	-86	99959	1.14 
121.796	2 29.600	-0.3594	0.0840	1.0205	2.0142	5.1880	-25.2686	7.9596	27.3724	72.2351	44.5700	529	126	-86	99959	1.14 
121.796	2 29.620	-0.4116	0.0845	1.0815	1.0986	6.8359	-31.7993	7.6575	27.4933	71.6254	44.2900	530	127	-86	99959	1.14 
121.796	2 29.640	-0.4561	0.0698	1.1538	-1.7700	7.6294	-38.2690	7.2455	27.6581	70.8783	44.2900	531	128	-87	99959	1.14 
121.905	2 29.660	-0.5884	0.1934	1.1523	-5.9814	13.4277	-35.5835	6.7950	27.9382	70.1147	44.2400	534	128	-86	99959	1.14 
121.905	2 29.680	-0.7090	0.2607	1.4316	-3.2959	20.9961	-27.7710	6.4490	28.3557	69.4995	44.2400	538	129	-87	99959	1.14 
121.905	2 29.700	-0.8481	0.1885	1.5313	-1.5259	-3.3569	-20.4468	6.2128	28.5535	69.0491	44.4300	539	130	-86	99959	1.14 
121.905	2 29.720	-0.7026	0.1104	1.2588	-6.8359	-7.6294	-19.1040	5.8832	28.3997	68.6371	44.2400	541	130	-88	99959	1.14 
121.920	2 29.740	-0.7031	0.1738	1.2012	-10.1929	0.9766	-19.5923	5.4932	28.4381	68.2306	44.2900	543	131	-88	99959	1.14 
121.952	2 29.760	-0.7368	0.2007	1.1348	-10.1929	-5.6152	-20.8130	5.1196	28.4985	67.8021	44.2400	545	133	-89	99959	1.14 
121.967	2 29.780	-0.6323	0.1372	0.8701	-12.5732	-10.3149	-19.5313	4.7131	28.3997	67.3572	44.2900	547	133	-89	99959	1.14 
121.999	2 29.800	-0.6069	0.1143	0.7813	-16.0522	0.2441	-17.9443	4.2572	28.4546	66.9617	44.4300	549	133	-89	99959	1.14 
122.108	2 29.820	-0.6362	0.0869	0.7935	-16.9067	1.8311	-14.6484	3.7848	28.6304	66.6321	44.3800	550	135	-88	99959	1.14 
122.124	2 29.840	-0.6260	0.0410	0.8184	-17.3340	-0.3662	-11.4136	3.3069	28.7622	66.3849	44.2400	553	135	-87	99958	1.14 
122.124	2 29.860	-0.5781	0.0234	0.8208	-16.9067	-6.4087	-7.0190	2.8455	28.7732	66.2366	44.2400	554	135	-87	99958	1.14 
122.124	2 29.880	-0.5259	0.0293	0.8101	-15.1978	-13.6108	-3.2959	2.4445	28.6414	66.1761	44.2400	556	135	-86	99958	1.14 
122.124	2 29.900	-0.4146	0.0576	0.7676	-15.6860	-13.7329	-0.4272	2.1478	28.3502	66.2036	44.2900	558	138	-91	99958	1.14 
122.124	2 29.920	-0.4614	0.0488	0.7920	-18.0054	-20.0806	2.0752	1.8292	28.0371	66.2805	44.1900	559	139	-97	99958	1.14 
122.155	2 29.940	-0.3193	0.0820	0.6753	-20.3247	-24.6582	5.2490	1.5601	27.4933	66.4508	44.1900	560	140	-101	99958	1.14 
122.155	2 29.960	-0.0933	0.1353	0.5435	-24.9634	-54.4434	8.9722	1.2415	26.7023	66.6705	44.4300	560	141	-103	99958	1.14 
122.171	2 29.980	-0.4067	-0.0181	0.7578	-23.1323	-9.7046	-2.0142	0.7526	26.3947	66.7584	44.4300	561	142	-105	99958	1.14 
122.264	2 30.000	-0.3022	-0.1045	0.6982	-16.5405	-27.5879	-0.9155	0.2802	25.9332	66.8134	44.2900	561	142	-106	99958	1.14 
122.264	2 30.020	-0.3291	-0.1289	0.6948	-15.7471	-20.7520	-0.1831	-0.1593	25.4608	66.8958	44.2900	562	141	-108	99958	1.14 
122.296	2 30.040	-0.2671	-0.0942	0.6548	-16.4185	-20.6299	2.8076	-0.5713	24.9884	67.0276	44.3800	561	142	-108	99958	1.14 
122.296	2 30.060	-0.2900	-0.0566	0.7065	-13.6108	-14.5264	4.1504	-0.8844	24.6259	67.2089	44.3800	561	142	-109	99958	1.14 
122.296	2 30.080	-0.3096	-0.0303	0.7690	-10.0098	-17.2119	2.2583	-1.0931	24.2853	67.3627	44.2900	561	144	-112	99958	1.14 
122.296	2 30.100	-0.3105	-0.0225	0.7876	-7.0190	-14.6484	-1.5259	-1.2634	23.9282	67.4396	44.2400	561	146	-114	99958	1.14 
122.327	2 30.120	-0.3496	-0.0308	0.8384	-6.5308	-11.2305	-0.7324	-1.4172	23.6646	67.4890	44.3800	561	145	-115	99958	1.14 
122.342	2 30.140	-0.3345	-0.0088	0.8696	-5.3101	-9.8877	5.4932	-1.5051	23.4283	67.6208	44.4800	562	145	-117	99958	1.14 
122.342	2 30.160	-0.3179	0.0044	0.9243	-3.6621	-7.2632	11.9019	-1.4777	23.2361	67.9065	44.2400	563	146	-118	99958	1.14 
122.405	2 30.180	-0.2813	-0.0254	0.9888	-0.6104	-9.3994	13.6719	-1.3678	23.0109	68.2800	44.2400	564	147	-118	99958	1.14 
122.483	2 30.200	-0.2246	-0.0630	0.9873	1.5869	-8.5449	10.3760	-1.2689	22.7087	68.6206	44.1900	563	147	-120	99958	1.14 
122.514	2 30.220	-0.2246	-0.0322	0.9810	2.8076	-6.8359	9.0332	-1.1481	22.4506	68.9008	44.3800	564	145	-116	99958	1.14 
122.530	2 30.240	-0.1929	-0.0103	0.9746	5.0049	-6.3477	10.2539	-0.9778	22.1979	69.1864	44.4300	564	144	-114	99958	1.14 
122.530	2 30.260	-0.1904	0.0127	0.9785	5.9814	-2.9907	13.2446	-0.7416	21.9836	69.5160	44.3800	563	143	-112	99958	1.14 
122.530	2 30.280	-0.2202	0.0298	0.9805	6.1035	-0.5493	18.4326	-0.4669	21.8463	69.9170	44.3800	562	144	-114	99958	1.14 
122.530	2 30.300	-0.2656	0.0679	0.9902	5.6152	2.1973	24.3530	-0.1263	21.7694	70.4553	44.2400	562	144	-116	99958	1.14 
122.561	2 30.320	-0.3486	0.0996	1.0830	4.1504	-1.0376	27.8931	0.2252	21.7310	71.0541	44.1900	559	144	-116	99958	1.14 
122.561	2 30.340	-0.2969	0.0942	1.0723	3.6011	-9.8267	33.3252	0.6152	21.5222	71.7572	44.3800	560	144	-119	99958	1.14 
122.577	2 30.360	-0.2192	0.0566	1.1079	1.7700	-11.1694	36.2549	0.9778	21.1926	72.5427	44.4800	562	143	-120	99957	1.14 
122.592	2 30.380	-0.1650	0.0259	1.2158	0.6714	-14.1602	35.1563	1.2799	20.7751	73.3228	44.2900	563	144	-123	99957	1.14 
122.671	2 30.400	-0.1304	-0.0054	1.2578	1.1597	-27.4048	34.4238	1.5326	20.1489	74.0643	44.3800	563	144	-125	99958	1.14 
122.686	2 30.420	-0.1455	0.0278	1.2446	0.2441	-34.1797	33.2642	1.7798	19.3140	74.7894	44.1900	559	140	-122	99958	1.14 
122.718	2 30.440	-0.2891	-0.0249	1.2749	-4.4556	-18.3716	21.7285	1.8951	18.6658	75.3278	44.1900	556	138	-121	99958	1.14 
122.718	2 30.460	-0.6558	-0.1245	1.3262	-1.7090	-3.4790	6.7749	1.8457	18.5504	75.5804	44.2400	553	136	-120	99958	1.14 
122.749	2 30.480	-0.8301	-0.0669	1.1777	5.0049	-14.2212	0.7935	1.8457	18.5504	75.6024	44.2900	551	134	-120	99958	1.14 
122.749	2 30.500	-0.6885	0.0532	0.8374	4.5166	-11.8408	-6.1035	1.9171	18.4845	75.4486	44.2900	550	135	-121	99957	1.14 
122.749	2 30.520	-0.5879	0.2114	0.6997	1.0986	-6.7139	6.7139	2.0764	18.5834	75.3168	44.4300	551	136	-124	99957	1.14 
122.764	2 30.540	-0.4946	0.3770	0.6255	-9.0942	2.8687	40.8936	2.4280	18.7152	75.7452	44.4300	552	137	-127	99957	1.14 
122.796	2 30.560	-0.4639	0.2632	0.7852	-12.5732	9.3384	62.5000	2.8345	18.9404	76.8329	44.6200	552	138	-129	99957	1.14 
122.878	2 30.580	-0.4600	0.0620	0.8726	-10.3760	6.2866	63.3545	3.1366	19.1327	78.1403	44.4800	552	137	-127	99957	1.14 
122.914	2 30.600	-0.4258	-0.0493	0.8643	-3.7231	-1.7090	48.4009	3.3453	19.1931	79.2169	44.2400	550	136	-130	99957	1.14 
122.929	2 30.620	-0.3818	-0.0981	0.8604	-0.0610	3.1128	39.1235	3.4991	19.2261	80.0354	44.1900	547	134	-131	99957	1.14 
122.929	2 30.640	-0.3965	-0.1074	0.9092	0.3052	4.8218	41.9922	3.6639	19.3359	80.8374	44.3800	546	131	-130	99957	1.14 
122.929	2 30.660	-0.3438	-0.0498	0.8813	0.9155	2.0142	45.6543	3.8892	19.3634	81.7163	44.2400	544	128	-129	99957	1.14 
122.929	2 30.680	-0.3008	0.0459	0.8823	1.8311	1.7090	45.4102	4.1968	19.3469	82.6007	44.4300	544	126	-127	99957	1.14 
122.961	2 30.700	-0.2979	0.1309	0.9082	3.8452	0.1831	41.2598	4.5923	19.3030	83.4027	44.4300	543	125	-126	99957	1.14 
122.961	2 30.720	-0.2729	0.1602	0.9072	4.2114	-0.6714	33.5083	4.9823	19.2041	84.0454	44.3800	542	124	-127	99956	1.15 
122.961	2 30.740	-0.2510	0.1313	0.9028	4.8828	-1.3428	25.1465	5.3119	19.0778	84.5068	44.2900	538	123	-128	99956	1.15 
122.976	2 30.760	-0.2241	0.1216	0.8877	3.2349	2.3804	20.2026	5.5646	18.9899	84.8474	44.3800	534	122	-129	99957	1.14 
123.014	2 30.780	-0.2954	0.0645	0.9414	2.4414	1.5259	15.7471	5.7294	18.9844	85.0891	44.0900	531	122	-130	99957	1.14 
123.097	2 30.800	-0.2266	0.0537	0.8657	2.3804	-4.8828	9.9487	5.8282	18.8470	85.2155	44.4300	532	119	-130	99957	1.14 
123.144	2 30.820	-0.1733	0.0586	0.8589	1.0376	-5.4321	1.0376	5.8392	18.6603	85.1770	44.2400	529	117	-131	99957	1.14 
123.145	2 30.840	-0.1777	0.0796	0.9316	1.0376	-3.1738	-7.0190	5.8063	18.5065	84.9738	44.2400	531	115	-130	99957	1.14 
123.145	2 30.860	-0.1855	0.0918	0.9712	2.6245	-4.6997	-16.2964	5.7458	18.3582	84.5782	44.2400	532	114	-130	99957	1.14 
123.145	2 30.880	-0.2275	0.0527	1.0449	2.9907	-9.5825	-27.4048	5.6195	18.1824	83.9850	44.3800	532	113	-131	99957	1.14 
123.146	2 30.900	-0.2646	0.0454	1.0830	3.4180	-14.4653	-39.2456	5.4108	17.9352	83.1390	44.4300	533	114	-133	99957	1.14 
123.164	2 30.920	-0.2783	0.0908	1.0815	4.0894	-17.1509	-42.6636	5.1855	17.6166	82.1393	44.3800	533	116	-134	99957	1.14 
123.180	2 30.940	-0.3657	0.1553	1.2075	6.7749	-17.2119	-37.0483	5.0592	17.3529	81.2000	44.2400	535	116	-132	99956	1.15 
123.213	2 30.960	-0.2705	0.1538	1.2383	7.9346	-33.6304	-36.0718	5.0098	16.8311	80.3430	44.4300	536	116	-131	99956	1.15 
123.276	2 30.980	-0.1421	0.0659	1.2720	9.4604	-48.7671	-46.0205	4.8999	15.9521	79.3488	44.2900	538	118	-131	99956	1.15 
123.314	2 31.000	-0.0190	-0.0518	1.2314	11.2915	-60.9741	-63.6597	4.7131	14.7601	78.0634	44.2900	541	115	-130	99956	1.15 
123.329	2 31.020	-0.1157	-0.0464	1.2173	14.5264	-44.3726	-81.0547	4.4659	13.6780	76.4209	44.3800	542	114	-128	99957	1.15 
123.329	2 31.040	-0.5254	0.1196	1.3516	16.7847	-29.4800	-77.3315	4.3726	13.1506	74.7345	44.4800	544	115	-132	99957	1.14 
123.329	2 31.060	-0.7402	0.2476	1.1948	18.0054	-31.8604	-58.3496	4.4769	12.8540	73.3118	44.5700	549	121	-134	99957	1.14 
123.360	2 31.080	-0.6104	0.1729	0.8809	12.5122	-28.8086	-40.2832	4.6417	12.5464	72.2626	44.5700	551	126	-136	99956	1.15 
123.360	2 31.100	-0.4917	-0.0259	0.6748	7.5684	-19.7754	-30.2734	4.6582	12.4310	71.5430	44.2400	552	130	-137	99956	1.15 
123.414	2 31.120	-0.3931	-0.1138	0.6943	7.7515	-3.4790	-32.8979	4.5209	12.5574	70.9332	44.4300	554	131	-138	99956	1.15 
123.498	2 31.140	-0.2949	-0.1162	0.7310	11.8408	9.0332	-40.5273	4.3835	12.8375	70.2521	44.2900	556	131	-141	99956	1.15 
123.498	2 31.160	-0.2866	0.0313	0.7651	9.3384	16.7236	-36.3159	4.3506	13.2715	69.5380	44.4300	559	130	-143	99957	1.14 
123.513	2 31.180	-0.2627	0.1016	0.7803	1.5869	19.8975	-25.8179	4.3286	13.7494	69.0106	44.2900	561	129	-145	99957	1.14 
123.513	2 31.200	-0.2749	0.1445	0.8311	-4.6387	23.3765	-16.9678	4.2517	14.2712	68.6920	44.5700	564	130	-145	99956	1.15 
123.513	2 31.220	-0.2910	0.1226	0.9302	-8.1787	25.2686	-16.9678	4.0869	14.8206	68.4558	44.2400	570	133	-146	99957	1.14 
123.529	2 31.240	-0.3350	0.1040	1.0049	-7.3242	18.3716	-18.3716	3.8727	15.3204	68.1702	44.2400	573	136	-144	99957	1.14 
123.545	2 31.260	-0.2739	0.1030	0.9878	-5.9814	5.0659	-11.2915	3.6859	15.5566	67.9559	44.2900	575	136	-144	99957	1.14 
123.576	2 31.280	-0.2720	0.1162	1.0015	-7.3242	-1.7090	-0.7324	3.5651	15.6335	67.9340	44.2900	579	138	-147	99957	1.14 
123.576	2 31.300	-0.1680	0.0723	0.8667	-9.3994	-7.0801	6.6528	3.4442	15.4523	68.0988	44.2400	578	138	-147	99957	1.14 
123.591	2 31.320	-0.2354	0.0122	0.9458	-12.3901	3.0518	7.2021	3.2410	15.4193	68.3240	44.3800	579	138	-145	99957	1.14 
123.592	2 31.340	-0.2241	-0.0176	0.9683	-10.7422	-2.3804	7.5073	3.0103	15.3973	68.5602	44.2900	579	138	-145	99957	1.14 
123.629	2 31.360	-0.1387	-0.0347	0.9253	-8.6670	-4.5166	10.5591	2.8235	15.2490	68.8403	44.5700	581	138	-145	99957	1.14 
123.729	2 31.380	-0.1157	-0.0542	0.8887	-6.0425	-3.2959	15.5640	2.6917	15.0732	69.2084	44.4800	581	137	-149	99956	1.15 
123.729	2 31.400	-0.0864	-0.0562	0.8887	-3.7231	-3.8452	18.8599	2.6202	14.8700	69.6643	44.4300	577	138	-152	99956	1.15 
123.729	2 31.420	-0.0942	-0.0200	0.9463	-0.8545	-4.6387	20.0806	2.6367	14.6503	70.1422	44.2400	574	139	-153	99957	1.14 
123.729	2 31.440	-0.1128	0.0215	1.0010	1.9531	-5.3101	20.8740	2.7466	14.4305	70.6256	44.4300	572	140	-155	99957	1.14 
123.729	2 31.460	-0.1284	0.0444	1.0601	4.5166	-8.7280	23.6816	2.9224	14.1888	71.1310	44.4300	573	136	-154	99957	1.14 
123.745	2 31.480	-0.1460	0.0283	1.1309	4.5166	-5.6763	23.1934	3.1201	13.9307	71.6638	44.2400	574	135	-153	99956	1.15 
123.760	2 31.500	-0.2168	-0.0229	1.2153	2.0752	-9.7046	19.5313	3.2410	13.7054	72.1362	44.4300	575	134	-153	99956	1.15 
123.792	2 31.520	-0.1621	-0.0283	1.2700	-3.4180	-14.0381	15.3809	3.2355	13.3649	72.5153	44.4300	575	133	-153	99956	1.15 
123.814	2 31.540	-0.0786	0.0464	1.3091	-6.2866	-21.9727	16.2354	3.1696	12.8705	72.8558	44.2900	574	132	-156	99956	1.15 
123.830	2 31.560	0.0215	0.1572	1.2358	-9.8877	-29.4189	19.5313	3.1091	12.1564	73.2349	44.3800	573	130	-158	99957	1.14 
123.830	2 31.580	-0.0176	0.1973	1.2012	-17.0288	-17.6392	18.6768	2.9883	11.5027	73.6414	44.3800	571	133	-159	99957	1.14 
123.914	2 31.600	-0.3940	-0.0122	1.3066	-20.8130	-6.1035	12.9395	2.6697	11.3214	73.9545	44.4800	571	132	-162	99957	1.14 
123.914	2 31.620	-0.5552	-0.2671	1.2422	-16.5405	-7.6904	0.1221	2.1863	11.3049	74.0918	44.5700	569	131	-167	99957	1.14 
123.914	2 31.640	-0.6377	-0.1987	1.0337	-11.4136	-9.7656	-5.7983	1.7303	11.3104	74.0424	44.2400	567	130	-171	99957	1.14 
123.945	2 31.660	-0.5269	0.0332	0.6963	-11.7798	-0.9155	5.1880	1.4612	11.4807	74.0369	44.6200	566	130	-173	99957	1.14 
123.977	2 31.680	-0.4175	0.2847	0.5835	-16.1133	12.5122	26.2451	1.4447	11.8817	74.2511	44.6200	566	129	-175	99957	1.14 
123.992	2 31.700	-0.2798	0.3242	0.6846	-18.4326	28.3813	44.9829	1.5656	12.4365	74.9652	44.5700	565	129	-178	99957	1.14 
124.015	2 31.720	-0.2593	0.1450	0.8574	-14.0381	33.1421	41.4429	1.6095	13.0792	75.8331	44.4300	563	131	-180	99957	1.14 
124.119	2 31.740	-0.4053	-0.0625	1.0010	-7.7515	32.0435	32.2266	1.5820	13.7878	76.5747	44.2900	563	132	-181	99957	1.14 
124.120	2 31.760	-0.4478	-0.1514	1.0562	-3.7231	32.4707	28.5034	1.5491	14.4745	77.1844	44.4300	561	131	-182	99957	1.14 
124.152	2 31.780	-0.3472	-0.1553	1.0654	-1.4648	13.7329	32.5928	1.5436	14.9304	77.8491	44.4800	561	129	-182	99957	1.14 
124.153	2 31.800	-0.2920	-0.0605	1.0454	3.9673	13.6108	34.7900	1.6809	15.1776	78.5577	44.0900	561	127	-180	99957	1.14 
124.153	2 31.820	-0.1499	0.0640	0.9106	11.2305	4.6997	29.1748	2.0160	15.2271	79.1785	44.5700	561	126	-178	99957	1.14 
124.170	2 31.840	-0.1729	0.1206	0.8862	12.2681	11.7798	21.9727	2.4609	15.3259	79.6454	44.6200	561	126	-177	99957	1.15 
124.170	2 31.860	-0.2329	0.1040	0.9072	10.6201	14.6484	11.9629	2.8455	15.5511	79.9200	44.2400	558	123	-180	99957	1.15 
124.171	2 31.880	-0.2754	0.0303	0.9048	8.9111	10.9253	2.3804	3.0762	15.8093	79.9860	44.2400	555	121	-180	99957	1.14 
124.186	2 31.900	-0.2539	0.0093	0.8687	8.4839	7.8125	-4.1504	3.2135	15.9851	79.9036	44.4300	555	118	-180	99957	1.14 
124.217	2 31.920	-0.2280	0.0083	0.8730	8.1787	5.1270	-7.5684	3.3124	16.1115	79.7388	44.3800	554	117	-179	99957	1.14 
124.217	2 31.940	-0.2090	0.0361	0.8413	6.2256	5.0049	-11.4136	3.3783	16.1993	79.5026	44.6200	552	115	-178	99957	1.14 
124.318	2 31.960	-0.1602	0.0679	0.8643	4.6997	7.6904	-18.4937	3.4003	16.2817	79.1400	44.4300	553	114	-181	99957	1.14 
124.319	2 31.980	-0.1641	0.0591	0.9399	4.3945	8.8501	-26.9165	3.3618	16.3971	78.6292	44.2900	553	113	-183	99957	1.14 
124.341	2 32.000	-0.1611	0.0508	0.9766	4.6387	4.1504	-35.7666	3.2574	16.4740	77.9370	44.3800	554	112	-184	99957	1.14 
124.369	2 32.020	-0.3721	0.0073	1.2041	6.1646	0.2441	-40.8325	3.1201	16.6113	77.1185	44.4800	555	112	-183	99957	1.14 
124.370	2 32.040	-0.1641	0.0327	1.0718	6.0425	-6.1035	-45.5322	2.9718	16.3971	76.2012	44.6200	554	115	-183	99957	1.14 
124.388	2 32.060	-0.2285	0.0322	1.1660	7.4463	-8.5449	-45.8984	2.8180	16.2543	75.2344	44.2900	554	116	-183	99957	1.14 
124.388	2 32.080	-0.2324	0.1128	1.2295	9.7656	-11.1694	-43.0298	2.7466	16.0510	74.3170	44.4800	554	117	-183	99957	1.14 
124.388	2 32.100	-0.1973	0.1724	1.2593	11.7188	-26.6113	-41.6870	2.7740	15.6006	73.4491	44.2900	559	120	-183	99957	1.14 
124.435	2 32.120	-0.1431	0.1450	1.2485	13.3057	-38.5132	-43.6401	2.8510	14.8755	72.5647	44.2400	563	121	-184	99957	1.14 
124.435	2 32.140	-0.1069	0.0059	1.2002	12.8174	-37.1094	-52.0020	2.8455	14.0295	71.5704	44.2900	565	122	-186	99957	1.14 
124.435	2 32.160	-0.3223	0.0581	1.2456	15.2588	-24.5972	-52.3071	2.8510	13.4747	70.5212	44.4300	567	122	-188	99957	1.14 
124.589	2 32.180	-0.5752	0.1694	1.2568	14.6484	-24.3530	-42.8467	2.9663	13.1781	69.5709	44.4300	567	124	-187	99957	1.14 
124.642	2 32.200	-0.6211	0.0913	1.0698	10.8643	-26.3062	-36.1328	3.0652	12.8430	68.7634	44.4300	568	125	-189	99957	1.14 
124.642	2 32.220	-0.5254	-0.0298	0.8413	10.0708	-15.1978	-35.2173	3.0762	12.6892	68.0768	44.2400	571	128	-191	99957	1.14 
124.658	2 32.240	-0.3975	-0.0815	0.6738	10.6201	-4.0894	-37.2925	2.9993	12.7881	67.4011	44.2400	572	130	-193	99957	1.14 
124.658	2 32.260	-0.3149	-0.1426	0.6768	10.3149	13.0615	-35.2173	2.8784	13.1177	66.8024	44.3800	572	133	-194	99957	1.14 
124.658	2 32.280	-0.3242	-0.0308	0.7720	6.8970	26.0620	-27.9541	2.7850	13.6890	66.3135	44.4800	572	133	-193	99957	1.14 
124.711	2 32.300	-0.3555	0.0903	0.8506	1.4038	24.2310	-14.9536	2.7686	14.3152	65.9949	44.4300	572	133	-193	99957	1.14 
124.742	2 32.320	-0.3799	0.1450	0.8770	-4.8828	22.6440	-4.8218	2.7411	14.8920	65.9015	44.3800	574	133	-194	99957	1.14 
124.742	2 32.340	-0.3584	0.1582	0.9141	-10.1318	20.8130	-1.6479	2.6477	15.4083	65.9235	44.3800	576	132	-194	99957	1.14 
124.742	2 32.360	-0.3652	0.1108	0.9985	-11.6577	13.7329	1.7700	2.4719	15.8093	66.0059	44.4800	577	133	-191	99957	1.14 
124.774	2 32.380	-0.2266	0.0786	0.9438	-11.2305	4.5166	4.7607	2.3181	15.9192	66.1761	44.4300	577	133	-190	99957	1.14 
124.774	2 32.400	-0.1992	0.0225	0.9492	-10.3760	4.0894	7.9956	2.1423	15.9686	66.4233	44.4300	579	135	-189	99957	1.14 
124.774	2 32.420	-0.1890	-0.0244	0.9888	-10.8032	2.8076	10.7422	1.9720	15.9796	66.7474	44.4300	579	135	-191	99957	1.14 
124.774	2 32.440	-0.1851	-0.0454	0.9961	-9.7656	-2.3193	10.8032	1.7798	15.9082	67.0825	44.4800	579	137	-193	99957	1.14 
124.774	2 32.460	-0.1533	-0.0591	0.9692	-7.9956	-5.0659	10.4370	1.6095	15.7434	67.4066	44.2400	578	139	-194	99957	1.14 
124.805	2 32.480	-0.1499	-0.0620	0.9434	-4.8218	-5.9204	10.3149	1.4886	15.5511	67.7252	44.5700	579	139	-194	99957	1.14 
124.827	2 32.500	-0.1187	-0.0732	0.9233	-1.5869	-4.0894	10.7422	1.4282	15.3479	68.0548	44.4800	578	138	-197	99957	1.14 
124.843	2 32.520	-0.1079	-0.0830	0.9165	0.6714	-3.7842	10.6201	1.4172	15.1556	68.3899	44.4300	576	138	-198	99957	1.14 
124.858	2 32.540	-0.1118	-0.0693	0.9512	3.1128	-6.4697	8.9722	1.4502	14.9414	68.6865	44.2900	576	136	-199	99957	1.14 
124.858	2 32.560	-0.1089	-0.0405	0.9727	6.2256	-9.6436	7.5684	1.5491	14.6667	68.9502	44.4300	576	136	-200	99957	1.14 
124.927	2 32.580	-0.0635	-0.0239	0.9561	10.3760	-13.0005	7.6904	1.7249	14.3042	69.1974	44.4300	571	133	-199	99957	1.14 
