StartTime: 2017-07-21 14:46:57.491
Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	Pressure(Pa)	Altitude(m) 
1.797	2015-01-01 00:04:24.960	-0.1904	0.0762	0.9985	-0.9766	4.8828	-2.5635	1.8677	14.7931	33.7061	45.5300	428	463	-225	100795	0.44 
1.844	2015-01-01 00:04:25.000	-0.1855	0.0840	1.0020	-1.5869	2.5024	-3.0518	1.8677	14.8370	33.7115	45.6300	431	464	-228	100795	0.44 
1.891	2015-01-01 00:04:25.040	-0.1777	0.0752	0.9946	-1.4648	1.9531	-2.3804	1.8512	14.8206	33.7390	45.6800	430	464	-226	100795	0.44 
1.954	2015-01-01 00:04:25.080	-0.1714	0.0684	1.0078	-1.7700	3.1128	-2.3804	1.8347	14.7821	33.8049	45.4800	429	466	-223	100795	0.44 
1.985	2015-01-01 00:04:25.120	-0.2041	0.0771	1.0015	-1.9531	3.8452	-2.6855	1.7688	14.8755	33.8434	45.8200	427	465	-223	100795	0.44 
2.016	2015-01-01 00:04:25.160	-0.1421	0.1528	1.0649	-5.6152	-1.5259	5.7373	1.7633	14.8206	33.9752	45.6800	431	461	-225	100795	0.44 
2.094	2015-01-01 00:04:25.200	-0.1401	0.1675	0.9697	-2.0752	1.2817	21.5454	1.9336	14.5789	34.7223	45.8200	429	461	-225	100795	0.44 
2.141	2015-01-01 00:04:25.240	-0.1055	0.0723	0.9727	-3.2959	4.8828	23.9258	2.2577	14.4965	35.8978	45.7700	430	463	-226	100795	0.44 
2.141	2015-01-01 00:04:25.280	-0.1094	-0.0493	0.9854	-7.4463	13.6719	5.1270	2.0874	14.6722	36.5735	45.5300	432	460	-225	100795	0.44 
2.173	2015-01-01 00:04:25.320	-0.1353	0.0024	1.0381	-4.3945	10.1929	-3.5400	1.7853	15.0018	36.6669	45.5300	432	458	-221	100795	0.44 
2.235	2015-01-01 00:04:25.360	-0.1323	0.0176	0.9985	-1.2817	4.6387	-9.9487	1.5930	15.0732	36.4911	45.5300	432	458	-220	100795	0.44 
2.266	2015-01-01 00:04:25.400	-0.0986	0.0625	0.9775	-1.0986	11.9629	-12.7563	1.4447	15.2051	36.1340	45.7700	436	460	-218	100795	0.44 
2.329	2015-01-01 00:04:25.440	-0.1025	0.1079	0.9985	-1.0376	14.8926	-13.3057	1.3843	15.5402	35.7440	45.6800	438	461	-219	100795	0.44 
2.360	2015-01-01 00:04:25.480	-0.0947	0.0952	0.9707	-2.4414	16.3574	-11.5356	1.2909	15.9357	35.3705	45.8200	437	460	-220	100795	0.44 
2.392	2015-01-01 00:04:25.520	-0.0815	0.0845	0.9756	-0.5493	22.3999	-6.2866	1.2415	16.4630	35.2002	45.5300	438	458	-220	100796	0.44 
2.423	2015-01-01 00:04:25.560	-0.1177	0.1270	1.0156	-1.4038	22.8271	1.8921	1.2964	17.1277	35.2936	45.8700	438	462	-221	100795	0.44 
2.500	2015-01-01 00:04:25.600	-0.1445	0.1890	0.9629	-0.6104	18.7378	13.2446	1.6095	17.6715	35.8319	45.6800	437	463	-221	100796	0.44 
2.548	2015-01-01 00:04:25.640	-0.1743	0.0654	0.8799	-3.6621	25.3296	23.2544	1.9116	18.3472	36.7053	45.8200	441	465	-222	100796	0.44 
2.548	2015-01-01 00:04:25.680	-0.2383	-0.0737	0.9111	-0.3052	35.6445	19.5313	2.0709	19.4183	37.8204	45.6300	442	466	-223	100796	0.44 
2.578	2015-01-01 00:04:25.720	-0.2666	-0.2178	0.8652	9.0942	24.1699	-26.7944	1.9556	20.5444	37.7051	45.8700	447	466	-217	100795	0.44 
2.625	2015-01-01 00:04:25.760	-0.1797	-0.1426	0.8794	14.4043	17.8223	-41.3818	1.4063	21.2476	36.0022	45.4800	450	469	-212	100795	0.44 
2.672	2015-01-01 00:04:25.800	-0.2749	0.2920	1.2061	17.0288	48.4619	-13.0005	1.8018	22.2748	35.1508	45.4800	452	465	-215	100795	0.44 
