StartTime: 2017-07-21 14:57:18.641
Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	Pressure(Pa)	Altitude(m) 
6.423	2015-01-01 00:10:18.880	0.0083	0.1064	1.0215	-0.4272	2.1973	-3.5400	5.2625	4.0485	58.4308	47.9800	364	178	-262	100804	0.43 
6.486	2015-01-01 00:10:18.920	0.0190	0.1064	1.0195	-0.3052	2.8687	-3.4180	5.2570	4.0430	58.3704	47.7400	366	176	-263	100804	0.43 
6.517	2015-01-01 00:10:18.960	-0.0146	0.1030	1.0063	-1.1597	-0.1221	-3.2959	5.2405	4.0265	58.3154	47.8800	363	176	-260	100804	0.43 
6.563	2015-01-01 00:10:19.000	0.0205	0.1025	1.0034	-0.7324	2.5635	-4.0283	5.2075	3.9990	58.2220	47.9800	360	179	-261	100803	0.43 
6.594	2015-01-01 00:10:19.040	-0.0005	0.1011	1.0205	-0.7324	1.3428	-3.7842	5.1855	3.9935	58.1396	48.3100	356	180	-264	100804	0.43 
6.657	2015-01-01 00:10:19.080	0.0117	0.1011	1.0088	-0.9766	1.0376	-4.7607	5.1471	3.9386	58.0188	47.7800	359	179	-261	100803	0.43 
6.689	2015-01-01 00:10:19.120	0.0020	0.0894	1.0093	-1.7700	3.2349	-6.1646	5.0922	3.9716	57.8705	48.0700	362	178	-259	100803	0.43 
6.720	2015-01-01 00:10:19.160	0.0103	0.0869	1.0063	-3.8452	4.4556	-5.4321	4.9768	4.0210	57.7551	47.9300	362	177	-256	100803	0.43 
6.751	2015-01-01 00:10:19.200	0.0269	0.0698	0.9731	-8.9111	11.5356	-7.2021	4.6802	4.2133	57.5958	47.8800	363	177	-255	100803	0.43 
6.813	2015-01-01 00:10:19.240	0.0225	0.0288	1.1230	-6.4697	13.6719	-2.0752	4.3341	4.6582	57.6013	47.8800	365	179	-257	100803	0.43 
6.860	2015-01-01 00:10:19.280	0.0625	-0.0488	1.0034	-9.8877	0.3662	-7.7515	3.8782	4.7296	57.5903	47.8800	364	180	-260	100803	0.43 
6.891	2015-01-01 00:10:19.320	0.1382	-0.0322	0.9604	-6.8359	-4.1504	-9.7656	3.3618	4.3835	57.4036	47.8800	365	181	-262	100803	0.43 
6.923	2015-01-01 00:10:19.360	0.0376	0.0000	1.0542	-5.1270	-10.6201	-10.9863	3.0597	3.8892	57.1783	48.1200	364	184	-262	100804	0.43 
6.954	2015-01-01 00:10:19.400	-0.0029	0.0186	1.0776	-6.2866	-31.7383	-12.2681	2.7521	2.9553	56.8268	47.8800	366	187	-265	100803	0.43 
7.001	2015-01-01 00:10:19.440	0.0083	0.0337	0.9897	-0.7324	-27.5879	-15.9302	2.5049	1.7468	56.2775	47.9300	367	189	-266	100804	0.43 
7.063	2015-01-01 00:10:19.480	-0.0264	0.2153	0.7949	-2.1973	-22.7661	-1.2207	2.6312	0.6427	55.8984	47.7800	363	188	-265	100804	0.43 
7.095	2015-01-01 00:10:19.520	0.3408	0.1787	0.7109	-5.9204	5.4932	4.8218	2.7795	-0.0659	56.0962	48.0700	362	188	-261	100804	0.43 
