StartTime: 2017-07-21 14:52:33.228
Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	Pressure(Pa)	Altitude(m) 
4.485	2015-01-01 00:05:42.720	-0.1694	0.0713	0.9966	-0.6104	3.6011	-4.2114	2.2247	14.5789	36.5076	48.2600	457	457	-224	100802	0.44 
4.532	2015-01-01 00:05:42.760	-0.1826	0.0620	1.0112	-0.6714	3.3569	-3.4790	2.1973	14.6283	36.4746	48.2600	459	458	-224	100802	0.44 
4.610	2015-01-01 00:05:42.800	-0.1836	0.0566	1.0078	0.1831	2.8687	-2.8076	2.1863	14.6448	36.4801	48.2600	459	458	-223	100802	0.44 
4.641	2015-01-01 00:05:42.840	-0.1768	0.0693	1.0015	-0.0610	2.5635	-2.7466	2.1973	14.6448	36.4911	48.2600	457	457	-221	100802	0.44 
4.672	2015-01-01 00:05:42.880	-0.1855	0.0649	1.0088	-0.3052	2.1362	-2.4414	2.1973	14.6228	36.5131	48.3100	454	457	-219	100802	0.44 
4.704	2015-01-01 00:05:42.920	-0.2236	0.0654	0.9971	0.0000	5.3101	-1.7700	2.2137	14.6832	36.5460	48.4100	454	456	-219	100802	0.44 
4.751	2015-01-01 00:05:42.960	-0.2549	0.0674	1.0020	0.5493	7.0190	0.5493	2.2632	14.9304	36.6229	48.2600	457	455	-222	100802	0.44 
4.797	2015-01-01 00:05:43.000	-0.2559	0.0718	1.0049	0.6714	1.5869	1.7090	2.3401	15.0897	36.7712	48.4500	457	449	-223	100802	0.44 
4.829	2015-01-01 00:05:43.040	-0.2422	0.0474	0.9775	0.6104	-3.1128	0.7935	2.4060	14.9963	36.9196	48.4500	457	448	-224	100802	0.44 
4.860	2015-01-01 00:05:43.080	-0.2339	0.0571	1.0073	-0.2441	-3.8452	-0.8545	2.4170	14.8260	36.9965	48.3100	458	454	-226	100802	0.44 
4.907	2015-01-01 00:05:43.120	-0.2437	0.0620	1.0024	-0.4883	-6.5308	-0.2441	2.4170	14.5898	37.0404	48.2600	458	457	-223	100801	0.44 
4.954	2015-01-01 00:05:43.160	-0.2324	0.0396	0.9805	-0.9766	-9.7656	-1.0376	2.3840	14.2108	37.1008	48.3100	458	458	-224	100801	0.44 
5.001	2015-01-01 00:05:43.200	-0.2441	0.0308	0.9912	-0.1831	-8.1177	-1.8311	2.3291	13.8483	37.1063	48.1200	457	456	-226	100802	0.44 
5.032	2015-01-01 00:05:43.240	-0.2510	0.0522	1.0005	-0.3052	-11.8408	-3.1738	2.2906	13.4692	37.0459	48.2600	456	457	-225	100802	0.44 
5.095	2015-01-01 00:05:43.280	-0.2363	0.0830	0.9722	-0.4883	-12.7563	-1.0986	2.2906	12.9913	37.0129	48.2600	454	457	-223	100802	0.44 
5.110	2015-01-01 00:05:43.320	-0.2383	0.0713	0.9844	-0.7324	-14.2822	0.9766	2.3016	12.4695	37.0844	48.2600	454	455	-222	100802	0.44 
5.157	2015-01-01 00:05:43.360	-0.2349	0.0391	0.9458	-2.0142	-15.0146	-0.6104	2.2577	11.9037	37.1558	48.3100	455	453	-224	100802	0.44 
5.204	2015-01-01 00:05:43.400	-0.2178	0.0352	0.9609	-1.3428	-15.5640	-4.8218	2.1588	11.3434	37.0844	48.3100	452	453	-220	100802	0.44 
5.236	2015-01-01 00:05:43.440	-0.1958	0.0977	0.9648	-0.3052	-18.8599	-3.9673	2.1423	10.6842	36.9580	48.1700	451	453	-218	100802	0.44 
5.298	2015-01-01 00:05:43.480	-0.1953	0.0762	0.9175	-1.0986	-17.9443	-1.9531	2.1808	9.9536	36.9086	48.3100	450	455	-220	100803	0.44 
5.329	2015-01-01 00:05:43.520	-0.1943	0.0757	0.9229	-0.9155	-17.2119	-2.3193	2.1533	9.3713	36.8921	48.4500	445	459	-225	100803	0.44 
5.361	2015-01-01 00:05:43.560	-0.1802	0.0576	0.8970	-0.5493	-23.3765	-1.2817	2.1643	8.5968	36.8372	48.2600	443	461	-227	100802	0.44 
5.438	2015-01-01 00:05:43.600	-0.1587	0.0854	0.8125	0.0000	-21.2402	2.5024	2.2192	7.7893	36.9141	48.2600	442	461	-226	100803	0.44 
5.438	2015-01-01 00:05:43.640	-0.1367	0.0635	0.8633	-5.0659	-25.1465	4.5776	2.2247	6.9653	37.0898	48.1700	440	460	-225	100802	0.44 
5.501	2015-01-01 00:05:43.680	-0.1646	0.0903	0.8335	-6.8970	-31.3110	4.2725	2.0435	5.8667	37.3206	48.2600	436	459	-223	100802	0.44 
5.532	2015-01-01 00:05:43.720	-0.1504	0.0063	0.7549	-8.6060	-28.2593	0.7935	1.7963	4.8340	37.3535	48.3100	435	458	-222	100803	0.44 
5.564	2015-01-01 00:05:43.760	-0.1592	0.0469	0.6758	-7.7515	-25.6958	4.6997	1.4502	3.9221	37.5623	48.3100	436	457	-226	100803	0.44 
5.642	2015-01-01 00:05:43.800	-0.1172	-0.0303	0.5752	-5.3711	-24.4751	4.3945	1.2250	3.2025	37.6886	48.1200	433	461	-228	100803	0.44 
5.657	2015-01-01 00:05:43.840	-0.0142	0.0322	0.4609	-5.6152	-26.4893	11.5356	0.9778	2.2302	38.1171	48.2600	431	461	-226	100803	0.44 
5.704	2015-01-01 00:05:43.880	0.0449	0.0308	0.5562	-7.8125	-41.7480	10.4370	0.8734	0.7910	38.6664	48.4500	430	461	-225	100803	0.43 
5.735	2015-01-01 00:05:43.920	0.1030	-0.0166	0.5757	-13.7329	-75.1343	13.9771	0.3845	-1.8182	39.2322	48.2600	428	462	-227	100803	0.44 
5.783	2015-01-01 00:05:43.960	0.3281	-0.0044	0.6875	-10.0098	-101.3184	21.9116	-0.1758	-5.7184	40.2264	48.3100	427	464	-228	100803	0.44 
5.829	2015-01-01 00:05:44.000	-0.3149	-0.1152	0.6279	-7.4463	-49.0723	0.6714	-0.5603	-9.5251	40.4407	48.2600	423	465	-228	100803	0.44 
5.861	2015-01-01 00:05:44.040	2.4063	-0.2734	2.3237	-41.6870	-268.4326	5.7373	-1.9391	-17.4847	42.1106	48.3100	414	466	-228	100803	0.44 
5.923	2015-01-01 00:05:44.080	1.0459	0.8589	2.8564	13.9771	-301.3916	-67.3828	-1.5656	-30.1135	39.9298	48.1700	406	465	-228	100804	0.43 
5.938	2015-01-01 00:05:44.120	-0.4351	0.2793	-0.7876	16.2964	-190.9790	63.5986	-0.6042	-39.8035	40.3473	48.2600	396	465	-227	100804	0.43 
5.985	2015-01-01 00:05:44.160	0.3267	-0.6416	1.1680	-19.5313	-210.5713	43.6401	-4.3781	-46.9116	45.3186	48.3100	361	468	-215	100804	0.43 
6.063	2015-01-01 00:05:44.200	1.3174	0.0718	-0.3271	-9.5825	-217.2241	40.7715	-8.0475	-56.8652	48.4882	48.2600	335	471	-211	100804	0.43 
6.063	2015-01-01 00:05:44.240	1.7261	-0.1021	-0.2891	-46.2036	-154.1138	41.8091	-15.2051	-64.6216	54.4867	48.1700	322	473	-209	100804	0.43 
6.110	2015-01-01 00:05:44.280	1.3765	-0.2080	-0.6987	-46.3257	-84.1675	59.3872	-26.3287	-69.3018	63.7646	48.1200	315	477	-186	100804	0.43 
6.157	2015-01-01 00:05:44.320	0.8130	-0.3169	-0.7207	-53.6499	15.2588	73.5474	-39.2816	-69.3073	74.4818	48.2600	316	481	-169	100804	0.43 
